user_id,start_time_iso,end_time_iso,model,api_key_name,api_key,type,price,amount
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,# ahpal-static.ps1 # 加入這一行,sk-de7b9***********************b032,input_cache_hit_tokens,0.00000002,2304
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,# ahpal-static.ps1 # 加入這一行,sk-de7b9***********************b032,input_cache_miss_tokens,0.000001,1053
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,# ahpal-static.ps1 # 加入這一行,sk-de7b9***********************b032,request_count,,10
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,# ahpal-static.ps1 # 加入這一行,sk-de7b9***********************b032,output_tokens,0.000002,49676
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,input_cache_hit_tokens,0.00000002,3840
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,input_cache_miss_tokens,0.000001,1204
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,request_count,,15
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-18T00:00:00+08:00,2026-07-19T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,output_tokens,0.000002,74207
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-19T00:00:00+08:00,2026-07-20T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,input_cache_hit_tokens,0.00000002,1152
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-19T00:00:00+08:00,2026-07-20T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,input_cache_miss_tokens,0.000001,1322
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-19T00:00:00+08:00,2026-07-20T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,request_count,,10
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-19T00:00:00+08:00,2026-07-20T00:00:00+08:00,deepseek-v4-flash,AQ.,sk-90b34***********************ec3a,output_tokens,0.000002,48545
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-20T00:00:00+08:00,2026-07-21T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_hit_tokens,0.00000002,8832
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-20T00:00:00+08:00,2026-07-21T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_miss_tokens,0.000001,7328
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-20T00:00:00+08:00,2026-07-21T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,request_count,,70
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-20T00:00:00+08:00,2026-07-21T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,output_tokens,0.000002,307004
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-22T00:00:00+08:00,2026-07-23T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_hit_tokens,0.00000002,2560
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-22T00:00:00+08:00,2026-07-23T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_miss_tokens,0.000001,2344
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-22T00:00:00+08:00,2026-07-23T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,request_count,,22
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-22T00:00:00+08:00,2026-07-23T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,output_tokens,0.000002,97645
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-23T00:00:00+08:00,2026-07-24T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_hit_tokens,0.00000002,2048
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-23T00:00:00+08:00,2026-07-24T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_miss_tokens,0.000001,1959
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-23T00:00:00+08:00,2026-07-24T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,request_count,,17
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-23T00:00:00+08:00,2026-07-24T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,output_tokens,0.000002,77951
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-24T00:00:00+08:00,2026-07-25T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_hit_tokens,0.00000002,512
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-24T00:00:00+08:00,2026-07-25T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,input_cache_miss_tokens,0.000001,2246
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-24T00:00:00+08:00,2026-07-25T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,request_count,,45
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-24T00:00:00+08:00,2026-07-25T00:00:00+08:00,deepseek-v4-flash,777777,sk-3c383***********************e2b4,output_tokens,0.000002,87257
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-25T00:00:00+08:00,2026-07-26T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000003,1121
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-25T00:00:00+08:00,2026-07-26T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,request_count,,26
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-25T00:00:00+08:00,2026-07-26T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000006,61958
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_hit_tokens,0.000000025,256
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000003,423
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,request_count,,3
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000006,15510
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000001,5
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,request_count,,1
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-26T00:00:00+08:00,2026-07-27T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000002,133
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-27T00:00:00+08:00,2026-07-28T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_hit_tokens,0.000000025,1920
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-27T00:00:00+08:00,2026-07-28T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000003,1385
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-27T00:00:00+08:00,2026-07-28T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,request_count,,15
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-27T00:00:00+08:00,2026-07-28T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000006,72153
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-28T00:00:00+08:00,2026-07-29T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000001,5
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-28T00:00:00+08:00,2026-07-29T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,request_count,,1
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-28T00:00:00+08:00,2026-07-29T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000002,222
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_hit_tokens,0.000000025,128
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000003,318
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,request_count,,2
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-pro,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000006,11608
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000001,5
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,request_count,,1
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-29T00:00:00+08:00,2026-07-30T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000002,160
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-30T00:00:00+08:00,2026-07-31T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000001,10
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-30T00:00:00+08:00,2026-07-31T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,request_count,,2
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-30T00:00:00+08:00,2026-07-31T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000002,269
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_hit_tokens,0.000000025,1152
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_miss_tokens,0.000003,1059
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,request_count,,10
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,output_tokens,0.000006,50101
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,input_cache_miss_tokens,0.000001,5
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,request_count,,1
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-07-31T00:00:00+08:00,2026-08-01T00:00:00+08:00,deepseek-v4-flash,AHP IHOME,sk-d4985***********************8eb7,output_tokens,0.000002,5
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-01T00:00:00+08:00,2026-08-02T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_hit_tokens,0.000000025,1536
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-01T00:00:00+08:00,2026-08-02T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_miss_tokens,0.000003,1068
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-01T00:00:00+08:00,2026-08-02T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,request_count,,12
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-01T00:00:00+08:00,2026-08-02T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,output_tokens,0.000006,75676
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-02T00:00:00+08:00,2026-08-03T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_hit_tokens,0.000000025,640
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-02T00:00:00+08:00,2026-08-03T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,input_cache_miss_tokens,0.000003,493
cad905bb-cd80-4204-b667-ee5e51b5191f,2026-08-02T00:00:00+08:00,2026-08-03T00:00:00+08:00,deepseek-v4-pro,ahpal.cpm,sk-98e8a***********************0185,request_count,,5
